case_id,activity,timestamp
2208767031,Invoice Created,30.06.2016 10:31:34
2208767031,Delivery Completed,29.06.2016 03:30:36
2208767031,Shipment Sent,28.06.2016 19:36:36
2208767031,Customer pick-up,28.06.2016 18:23:51
2208767031,Confirmed Delivery Date,28.06.2016 10:01:20
2208767031,Picking Done,25.06.2016 05:40:00
2208767031,Sales Order Created,22.06.2016 07:42:43
2208767031,Payment Received,01.07.2016 22:13:32
2208767032,Payment Received,07.01.2016 18:30:16
2208767032,Invoice Created,06.01.2016 00:26:36
2208767032,Delivery Completed,04.01.2016 06:49:28
2208767032,Picking Done,30.12.2015 09:39:17
2208767032,Shipment Sent,03.01.2016 18:41:00
2208767032,Customer pick-up,03.01.2016 15:21:01
2208767032,Confirmed Delivery Date,03.01.2016 12:27:19
2208767032,Sales Order Created,26.12.2015 12:22:26
2208767033,Shipment Sent,30.05.2016 04:08:20
2208767033,Delivery Completed,30.05.2016 15:44:12
2208767033,Customer pick-up,30.05.2016 01:04:39
2208767033,Payment Received,03.06.2016 01:14:38
2208767033,Picking Done,25.05.2016 21:33:17
2208767033,Sales Order Created,22.05.2016 03:15:42
2208767033,Invoice Created,01.06.2016 07:59:52
2208767033,Confirmed Delivery Date,01.06.2016 12:29:52
2208767034,Sales Order Created,09.10.2017 05:30:43
2208767034,Payment Received,20.10.2017 03:28:58
2208767034,Invoice Created,18.10.2017 12:38:16
2208767034,Delivery Completed,17.10.2017 00:22:43
2208767034,Confirmed Delivery Date,16.10.2017 03:59:52
2208767034,Shipment Sent,16.10.2017 14:22:54
2208767034,Customer pick-up,16.10.2017 12:07:14
2208767034,Picking Done,12.10.2017 15:00:04
2208767035,Sales Order Created,08.03.2016 08:29:18
2208767035,Payment Received,19.03.2016 04:49:46
2208767035,Invoice Created,17.03.2016 14:08:50
2208767035,Delivery Completed,16.03.2016 02:09:35
2208767035,Confirmed Delivery Date,15.03.2016 03:50:21
2208767035,Shipment Sent,15.03.2016 16:16:17
2208767035,Customer pick-up,15.03.2016 14:03:53
2208767035,Picking Done,11.03.2016 17:22:47
2208767036,Confirmed Delivery Date,31.07.2016 19:43:12
2208767036,Invoice Created,31.07.2016 17:42:14
2208767036,Shipment Sent,30.07.2016 02:15:38
2208767036,Delivery Completed,30.07.2016 10:18:40
2208767036,Customer pick-up,30.07.2016 00:58:22
2208767036,Picking Done,26.07.2016 11:38:22
2208767036,Sales Order Created,23.07.2016 12:51:23
2208767036,Payment Received,02.08.2016 05:37:45
2208767037,Customer pick-up,09.02.2017 08:40:33
2208767037,Confirmed Delivery Date,09.02.2017 04:33:21
2208767037,Shipment Sent,09.02.2017 12:24:23
2208767037,Picking Done,04.02.2017 23:48:06
2208767037,Sales Order Created,31.12.2016 22:08:59
2208767037,Payment Received,13.02.2017 16:12:04
2208767037,Invoice Created,11.02.2017 20:56:52
2208767037,Delivery Completed,10.02.2017 01:20:31
2208767038,Payment Received,05.06.2016 22:38:34
2208767038,Invoice Created,04.06.2016 10:04:38
2208767038,Picking Done,30.05.2016 00:35:51
2208767038,Confirmed Delivery Date,03.06.2016 17:29:36
2208767038,Delivery Completed,03.06.2016 01:37:02
2208767038,Sales Order Created,26.05.2016 23:27:59
2208767038,Shipment Sent,02.06.2016 17:08:23
2208767038,Customer pick-up,02.06.2016 15:38:18
2208767039,Sales Order Created,09.10.2017 05:29:08
2208767039,Payment Received,17.10.2017 19:38:25
2208767039,Confirmed Delivery Date,16.10.2017 21:07:44
2208767039,Invoice Created,16.10.2017 10:22:37
2208767039,Delivery Completed,15.10.2017 07:25:14
2208767039,Shipment Sent,15.10.2017 01:08:40
2208767039,Customer pick-up,15.10.2017 00:44:38
2208767039,Picking Done,11.10.2017 18:30:31
2208767040,Payment Received,24.03.2016 02:21:04
2208767040,Invoice Created,22.03.2016 16:00:12
2208767040,Shipment Sent,21.03.2016 04:14:28
2208767040,Customer pick-up,21.03.2016 03:28:45
2208767040,Confirmed Delivery Date,21.03.2016 18:30:41
2208767040,Delivery Completed,21.03.2016 11:14:24
2208767040,Picking Done,17.03.2016 18:21:09
2208767040,Sales Order Created,15.03.2016 01:21:14
2208767041,Payment Received,21.08.2017 06:35:07
2208767041,Confirmed Delivery Date,20.08.2017 04:48:05
2208767041,Invoice Created,19.08.2017 20:43:31
2208767041,Customer pick-up,18.08.2017 09:30:03
2208767041,Delivery Completed,18.08.2017 16:46:27
2208767041,Shipment Sent,18.08.2017 10:06:02
2208767041,Picking Done,15.08.2017 01:40:28
2208767041,Sales Order Created,12.08.2017 10:27:48
2208767042,Payment Received,29.03.2016 18:22:22
2208767042,Invoice Created,27.03.2016 20:30:51
2208767042,Shipment Sent,25.03.2016 05:53:34
2208767042,Confirmed Delivery Date,25.03.2016 04:51:15
2208767042,Delivery Completed,25.03.2016 20:33:56
2208767042,Customer pick-up,25.03.2016 01:17:38
2208767042,Picking Done,20.03.2016 09:28:17
2208767042,Sales Order Created,15.03.2016 22:15:57
2208767043,Payment Received,07.08.2016 13:25:52
2208767043,Invoice Created,05.08.2016 19:14:02
2208767043,Confirmed Delivery Date,04.08.2016 07:47:52
2208767043,Delivery Completed,04.08.2016 01:23:17
2208767043,Picking Done,30.07.2016 03:43:09
2208767043,Customer pick-up,03.08.2016 09:46:40
2208767043,Shipment Sent,03.08.2016 13:09:22
2208767043,Sales Order Created,26.07.2016 05:56:20
2208767044,Payment Received,24.11.2017 14:20:24
2208767044,Invoice Created,23.11.2017 03:44:00
2208767044,Confirmed Delivery Date,22.11.2017 17:11:50
2208767044,Delivery Completed,21.11.2017 22:32:18
2208767044,Shipment Sent,21.11.2017 15:22:01
2208767044,Customer pick-up,21.11.2017 14:31:07
2208767044,Picking Done,18.11.2017 04:42:06
2208767044,Sales Order Created,15.11.2017 10:45:13
2208767045,Confirmed Delivery Date,08.06.2016 06:23:07
2208767045,Delivery Completed,08.06.2016 10:54:47
2208767045,Shipment Sent,07.06.2016 22:09:55
2208767045,Customer pick-up,07.06.2016 18:31:43
2208767045,Sales Order Created,30.05.2016 09:47:16
2208767045,Picking Done,03.06.2016 10:24:22
2208767045,Payment Received,12.06.2016 01:01:13
2208767045,Invoice Created,10.06.2016 06:02:57
2208767046,Payment Received,05.10.2017 06:54:00
2208767046,Invoice Created,03.10.2017 18:26:51
2208767046,Picking Done,28.09.2017 09:34:18
2208767046,Sales Order Created,25.09.2017 08:51:21
2208767046,Confirmed Delivery Date,02.10.2017 13:04:17
2208767046,Delivery Completed,02.10.2017 10:10:34
2208767046,Shipment Sent,02.10.2017 01:46:28
2208767046,Customer pick-up,02.10.2017 00:18:39
2208767047,Payment Received,05.05.2016 04:06:17
2208767047,Customer pick-up,30.04.2016 06:58:14
2208767047,Shipment Sent,30.04.2016 11:56:17
2208767047,Confirmed Delivery Date,03.05.2016 07:26:38
2208767047,Invoice Created,03.05.2016 05:08:24
2208767047,Picking Done,25.04.2016 12:11:56
2208767047,Sales Order Created,20.04.2016 20:56:17
2208767047,Delivery Completed,01.05.2016 03:20:54
2208767048,Payment Received,24.09.2016 05:25:55
2208767048,Invoice Created,22.09.2016 08:11:04
2208767048,Confirmed Delivery Date,21.09.2016 21:29:33
2208767048,Delivery Completed,20.09.2016 09:15:16
2208767048,Shipment Sent,19.09.2016 18:59:20
2208767048,Customer pick-up,19.09.2016 14:35:37
2208767048,Picking Done,15.09.2016 00:24:03
2208767048,Sales Order Created,10.09.2016 15:26:10
2208767049,Delivery Completed,09.07.2016 01:09:43
2208767049,Confirmed Delivery Date,08.07.2016 17:38:03
2208767049,Shipment Sent,08.07.2016 15:51:55
2208767049,Customer pick-up,08.07.2016 13:57:16
2208767049,Picking Done,04.07.2016 19:38:10
2208767049,Payment Received,12.07.2016 01:27:54
2208767049,Invoice Created,10.07.2016 11:40:13
2208767049,Sales Order Created,01.07.2016 13:59:56
2208767050,Invoice Created,08.07.2016 09:20:51
2208767050,Confirmed Delivery Date,07.07.2016 09:10:03
2208767050,Shipment Sent,06.07.2016 02:13:10
2208767050,Delivery Completed,06.07.2016 14:45:04
2208767050,Customer pick-up,05.07.2016 22:41:27
2208767050,Sales Order Created,27.06.2016 16:00:05
2208767050,Payment Received,10.07.2016 03:59:41
2208767050,Picking Done,01.07.2016 15:25:55
2208767051,Picking Done,07.12.2017 00:57:03
2208767051,Sales Order Created,02.12.2017 21:56:27
2208767051,Payment Received,15.12.2017 19:41:48
2208767051,Invoice Created,14.12.2017 00:04:23
2208767051,Delivery Completed,12.12.2017 03:50:59
2208767051,Confirmed Delivery Date,11.12.2017 08:34:52
2208767051,Shipment Sent,11.12.2017 14:40:02
2208767051,Customer pick-up,11.12.2017 10:48:47
2208767052,Invoice Created,30.05.2016 06:32:06
2208767052,Confirmed Delivery Date,29.05.2016 13:26:06
2208767052,Delivery Completed,28.05.2016 05:35:45
2208767052,Customer pick-up,27.05.2016 09:43:47
2208767052,Shipment Sent,27.05.2016 14:31:37
2208767052,Picking Done,22.05.2016 16:19:21
2208767052,Sales Order Created,18.05.2016 02:56:16
2208767052,Payment Received,01.06.2016 04:59:17
2208767053,Confirmed Delivery Date,31.08.2017 02:49:11
2208767053,Invoice Created,30.08.2017 17:08:09
2208767053,Delivery Completed,29.08.2017 09:45:00
2208767053,Shipment Sent,29.08.2017 01:42:08
2208767053,Customer pick-up,29.08.2017 00:24:57
2208767053,Picking Done,25.08.2017 11:05:36
2208767053,Sales Order Created,22.08.2017 12:19:32
2208767053,Payment Received,01.09.2017 05:03:25
2208767054,Payment Received,26.06.2016 20:00:36
2208767054,Invoice Created,25.06.2016 03:29:31
2208767054,Delivery Completed,23.06.2016 12:26:41
2208767054,Shipment Sent,23.06.2016 01:19:57
2208767054,Customer pick-up,22.06.2016 22:30:50
2208767054,Confirmed Delivery Date,22.06.2016 16:12:43
2208767054,Picking Done,18.06.2016 20:56:00
2208767054,Sales Order Created,15.06.2016 05:18:38
2208767055,Picking Done,08.07.2016 04:37:47
2208767055,Sales Order Created,04.07.2016 20:45:14
2208767055,Payment Received,15.07.2016 14:19:30
2208767055,Invoice Created,13.07.2016 23:55:12
2208767055,Confirmed Delivery Date,12.07.2016 22:55:26
2208767055,Shipment Sent,12.07.2016 02:41:26
2208767055,Delivery Completed,12.07.2016 12:23:39
2208767055,Customer pick-up,12.07.2016 00:34:33
2208767056,Delivery Completed,09.11.2017 03:44:43
2208767056,Confirmed Delivery Date,09.11.2017 12:20:49
2208767056,Shipment Sent,08.11.2017 21:57:24
2208767056,Customer pick-up,08.11.2017 21:47:59
2208767056,Picking Done,05.11.2017 17:30:51
2208767056,Sales Order Created,03.11.2017 07:10:19
2208767056,Payment Received,11.11.2017 14:00:56
2208767056,Invoice Created,10.11.2017 05:28:59
2208767057,Payment Received,30.05.2016 01:03:50
2208767057,Invoice Created,28.05.2016 08:09:52
2208767057,Confirmed Delivery Date,27.05.2016 04:24:30
2208767057,Shipment Sent,26.05.2016 05:06:52
2208767057,Customer pick-up,26.05.2016 02:10:06
2208767057,Delivery Completed,26.05.2016 16:28:52
2208767057,Picking Done,21.05.2016 23:34:12
2208767057,Sales Order Created,18.05.2016 06:32:52
2208767058,Payment Received,31.12.2017 05:08:22
2208767058,Invoice Created,29.12.2017 01:30:20
2208767058,Delivery Completed,26.12.2017 15:55:54
2208767058,Confirmed Delivery Date,25.12.2017 09:26:15
2208767058,Shipment Sent,25.12.2017 21:24:31
2208767058,Customer pick-up,25.12.2017 14:53:04
2208767058,Picking Done,20.12.2017 07:39:41
2208767058,Sales Order Created,14.12.2017 23:16:47
2208767059,Confirmed Delivery Date,09.05.2016 13:48:28
2208767059,Shipment Sent,07.05.2016 06:30:47
2208767059,Delivery Completed,07.05.2016 22:50:24
2208767059,Customer pick-up,07.05.2016 01:05:14
2208767059,Sales Order Created,27.04.2016 06:20:41
2208767059,Picking Done,02.05.2016 02:38:53
2208767059,Payment Received,12.05.2016 03:15:50
2208767059,Invoice Created,10.05.2016 02:55:26
2208767060,Payment Received,27.09.2016 11:28:55
2208767060,Invoice Created,25.09.2016 13:30:01
2208767060,Confirmed Delivery Date,23.09.2016 15:12:59
2208767060,Delivery Completed,23.09.2016 13:20:48
2208767060,Shipment Sent,22.09.2016 22:35:31
2208767060,Customer pick-up,22.09.2016 17:57:07
2208767060,Picking Done,18.09.2016 01:48:05
2208767060,Sales Order Created,13.09.2016 14:08:40
2208767061,Payment Received,06.02.2017 14:41:00
2208767061,Invoice Created,04.02.2017 20:18:16
2208767061,Delivery Completed,03.02.2017 02:09:21
2208767061,Picking Done,29.12.2016 03:49:15
2208767061,Sales Order Created,25.12.2016 05:22:28
2208767061,Confirmed Delivery Date,02.02.2017 09:10:06
2208767061,Shipment Sent,02.02.2017 13:48:10
2208767061,Customer pick-up,02.02.2017 10:21:50
2208767062,Sales Order Created,06.07.2016 12:06:19
2208767062,Payment Received,19.07.2016 18:24:04
2208767062,Invoice Created,17.07.2016 21:55:25
2208767062,Delivery Completed,16.07.2016 00:16:37
2208767062,Customer pick-up,15.07.2016 06:23:11
2208767062,Confirmed Delivery Date,15.07.2016 05:29:44
2208767062,Shipment Sent,15.07.2016 10:31:30
2208767062,Picking Done,10.07.2016 18:14:49
2208767063,Payment Received,05.01.2016 23:24:46
2208767063,Invoice Created,03.01.2016 23:57:50
2208767063,Picking Done,27.12.2015 04:26:25
2208767063,Sales Order Created,22.12.2015 11:24:14
2208767063,Shipment Sent,01.01.2016 05:37:56
2208767063,Confirmed Delivery Date,01.01.2016 04:24:57
2208767063,Delivery Completed,01.01.2016 21:21:55
2208767063,Customer pick-up,01.01.2016 00:30:12
2208767064,Payment Received,08.07.2016 18:03:13
2208767064,Invoice Created,06.07.2016 12:56:43
2208767064,Confirmed Delivery Date,04.07.2016 09:43:45
2208767064,Delivery Completed,04.07.2016 00:54:52
2208767064,Shipment Sent,03.07.2016 05:24:32
2208767064,Picking Done,27.06.2016 11:14:20
2208767064,Sales Order Created,21.06.2016 21:27:06
2208767064,Customer pick-up,02.07.2016 22:23:36
2208767065,Payment Received,27.10.2017 07:47:57
2208767065,Invoice Created,25.10.2017 10:01:00
2208767065,Delivery Completed,23.10.2017 10:11:42
2208767065,Confirmed Delivery Date,23.10.2017 01:29:48
2208767065,Shipment Sent,22.10.2017 19:34:23
2208767065,Customer pick-up,22.10.2017 14:59:58
2208767065,Picking Done,17.10.2017 23:22:47
2208767065,Sales Order Created,13.10.2017 12:27:11
2208767066,Confirmed Delivery Date,08.05.2016 19:11:28
2208767066,Delivery Completed,07.05.2016 18:16:18
2208767066,Shipment Sent,06.05.2016 22:19:44
2208767066,Customer pick-up,06.05.2016 15:05:42
2208767066,Sales Order Created,25.04.2016 10:00:09
2208767066,Payment Received,12.05.2016 13:09:31
2208767066,Invoice Created,10.05.2016 07:23:42
2208767066,Picking Done,01.05.2016 02:11:34
2208767067,Confirmed Delivery Date,31.08.2016 01:21:38
2208767067,Invoice Created,30.08.2016 14:02:40
2208767067,Delivery Completed,28.08.2016 12:26:06
2208767067,Shipment Sent,27.08.2016 21:05:52
2208767067,Customer pick-up,27.08.2016 16:10:00
2208767067,Picking Done,22.08.2016 21:41:12
2208767067,Sales Order Created,18.08.2016 06:49:37
2208767067,Payment Received,01.09.2016 12:53:59
2208767068,Sales Order Created,09.03.2016 15:22:28
2208767068,Payment Received,27.03.2016 20:59:37
2208767068,Invoice Created,25.03.2016 12:35:01
2208767068,Confirmed Delivery Date,24.03.2016 09:19:54
